DISTRICTS;YEAR;YIELD;NDVI_JUN;NDVI_JUL;NDVI_AUG;NDVI_SEP;NDVI_OCT;NDVI_NOV;LAI_JUN;LAI_JUL;LAI_AUG;LAI_SEP;LAI_OCT;LAI_NOV;ET_JUN;ET_JUL;ET_AUG;ET_SEP;ET_OCT;ET_NOV;LST_JUN;LST_JUL;LST_AUG;LST_SEP;LST_OCT;LST_NOV;RF_JUN;RF_JUL;RF_AUG;RF_SEP;RF_OCT;RF_NOV;YIELD_N1
Mandla;2014;1.272727;0.40432;0.264628;0.572438;0.689767;0.648364;0.5549;0.95252;0.590676;1.469723;1.886442;2.025297;1.348576;4.204702;10.29583;25.98843;30.41931;20.91728;10.14559;315.6318;308.3552;303.3576;303.3134;303.2741;301.694;3.932477;15.15855;10.36146;7.429086;2.231049;0.256591;0.068565
Mandsaur;2014;0.789668;0.19089;0.155553;0.598229;0.556681;0.337815;0.341781;0.24178;0.183826;0.97531;1.786752;0.58451;0.43813;0.655087;1.449301;23.08504;26.169;5.558188;3.387276;315.7196;311.9371;306.7696;304.7224;310.4542;306.4779;0.299988;11.31821;9.504096;4.838481;0.215079;0.071839;1.106
Morena;2014;1;0.210642;0.266163;0.505791;0.451693;0.362835;0.326453;0.288796;0.344525;0.998864;1.276596;0.675443;0.477447;0.053833;0.769909;10.39532;10.25688;3.766491;2.309541;317.5078;312.4839;308.8967;307.5055;309.3895;304.7518;0.617315;5.648974;6.775202;3.625348;0.308741;0;1.348889
Narsinghpur;2014;1.305882;0.354613;0.238412;0.589252;0.646949;0.574747;0.52132;0.677044;0.433791;1.220773;1.63279;1.501122;1.096769;2.2989;4.157173;22.89029;25.78742;16.2699;7.533912;316.067;310.1458;305.5776;304.7964;305.7966;304.0892;3.459046;16.51894;7.784041;6.153575;0.965403;0.264176;0.393789
Neemuch;2014;0.811594;0.231799;0.238915;0.628547;0.562203;0.383289;0.364526;0.341194;0.301806;1.199549;1.758056;0.732104;0.550182;1.042087;1.917281;23.51235;24.83266;6.631575;4.024081;316.3539;311.8546;305.3027;304.8025;309.6557;305.8668;0.340763;11.07958;7.814283;5.505918;0.250988;0.036332;1.067298
Panna;2014;1.171429;0.292804;0.307007;0.624725;0.589461;0.517425;0.450037;0.614252;0.5829;1.389985;1.631824;1.283821;0.895916;1.207008;1.73721;25.0445;20.85454;11.47306;5.167126;317.6549;311.8927;305.7419;306.5541;306.2584;304.8596;2.339289;9.728753;5.322018;5.763745;1.340481;0.150101;0.604817
Raisen;2014;1.260504;0.291232;0.148877;0.56569;0.620526;0.519454;0.453739;0.493844;0.300153;1.05234;1.725231;1.397153;0.893563;0.985263;2.131593;22.70349;24.87993;13.86318;6.185519;317.7611;311.819;305.6083;304.5897;306.6538;305.3147;2.560951;15.72181;8.703047;7.137535;0.450306;0.219631;0.240811
Rajgarh;2014;1.352381;0.229308;0.113928;0.557543;0.535779;0.386699;0.352459;0.242761;0.157512;1.000546;1.511459;0.691083;0.408511;0.452509;1.173941;23.63699;23.74029;7.229025;2.839585;317.5417;314.6845;307.3838;305.556;310.1539;308.2965;0.982082;13.11989;10.51364;5.016195;0.152657;0.200553;0.577001
Ratlam;2014;0.882096;0.215428;0.177317;0.598922;0.589563;0.387371;0.370683;0.240551;0.153361;1.208316;1.900781;0.719425;0.498482;0.819943;1.900513;21.60141;27.8156;7.988936;4.290235;316.1927;309.5029;305.7122;304.1706;310.8172;308.554;0.566324;11.08452;7.475328;5.62379;0.356412;0.023022;1.103998
Rewa;2014;1.014085;0.281881;0.37446;0.567209;0.597146;0.54919;0.430753;0.395663;0.518013;1.078709;1.254011;1.025256;0.721762;0.324233;2.623196;17.89866;15.24169;9.31071;4.274422;316.3871;308.3859;306.3185;305.5375;304.2995;302.9789;1.767535;8.00842;5.691281;5.909827;2.139236;0.063477;0.940568
Sagar;2014;1.261745;0.290094;0.248316;0.617853;0.607115;0.430712;0.390222;0.474775;0.450303;1.199782;1.637233;0.932303;0.64602;1.14358;3.937989;24.65224;22.87814;9.709836;4.128476;317.5827;312.1322;305.8118;305.8249;309.1399;306.8492;2.247606;11.16788;6.838178;5.789249;0.418221;0.188239;0.426001
Satna;2014;2.041667;0.287924;0.317343;0.607262;0.604996;0.54618;0.451821;0.487492;0.539173;1.216121;1.46796;1.199942;0.870132;0.789452;1.600136;21.93247;18.83161;11.00056;5.357505;317.1869;310.6087;305.7398;305.3486;304.4837;303.5458;2.581409;9.204637;5.322658;5.62548;2.47338;0.086326;0.214014
Sehore;2014;1.336788;0.264654;0.119188;0.586798;0.596392;0.42976;0.4165;0.345701;0.159945;1.14082;1.80344;0.982644;0.619442;0.639;1.850598;21.63132;26.32658;10.80768;4.933249;317.4952;312.681;305.8266;304.4631;308.7383;307.4282;1.49947;15.55904;9.646723;6.229862;0.453687;0.224176;0.482505
Seoni;2014;1.2875;0.371808;0.291223;0.585079;0.655401;0.589608;0.490302;0.757816;0.549291;1.660331;1.6732;1.6267;1.033059;3.008244;11.13944;24.12477;28.33166;18.84749;8.075353;316.6606;310.1298;303.1561;304.6951;305.0227;304.3774;4.573287;15.21229;8.923582;6.916028;2.043591;0.391;0.257926
Shahdol;2014;1.25;0.37159;0.398684;0.550291;0.63319;0.60731;0.510206;0.853159;0.765202;1.110037;1.644543;1.609043;1.181501;3.637319;9.362219;22.98061;25.15086;16.77449;8.741041;313.8154;308.3325;305.7766;303.7117;303.2943;301.3119;3.297866;11.16522;8.022726;7.344084;2.783299;0.046535;1.120632
Shajapur;2014;0.78;0.231526;0.119142;0.609207;0.535267;0.374143;0.361299;0.246021;0.14742;1.212982;1.833718;0.6449;0.420746;0.552636;1.4526;22.0848;26.43944;7.200584;3.222658;317.5915;314.3579;306.1958;304.8135;310.6424;308.6802;0.929244;13.6991;10.528;5.282833;0.219336;0.18231;0.771999
Sheopur;2014;0.980769;0.271914;0.313572;0.589545;0.546032;0.455258;0.403009;0.517342;0.659863;1.399084;2.003602;1.244127;0.838022;0.19652;1.406871;20.75936;17.03799;5.644872;4.107173;317;313.3319;307.4455;306.1667;308.4728;304.8315;0.89646;9.252227;7.527398;3.640844;0.273306;0;1.405264
Shivpuri;2014;1.626667;0.27299;0.274811;0.625322;0.555932;0.435495;0.357863;0.435872;0.492198;1.258283;1.868912;1.016988;0.615741;0.541917;1.197018;21.95241;20.46188;6.811887;3.096264;316.7319;313.3924;307.3572;305.8505;308.6737;306.1356;1.081416;8.108076;7.380243;4.368114;0.209229;0.004748;0.628705
Sidhi;2014;1.5;0.387756;0.434873;0.580242;0.62729;0.587976;0.503171;0.811682;0.810651;1.281662;1.510827;1.418442;1.096675;1.879192;6.588894;23.92622;22.58751;13.5122;7.267444;313.0544;306.5806;305.6273;304.0697;303.5185;301.1185;2.095191;8.548612;7.354844;6.777186;2.475242;0.054416;0.492481
Tikamgarh;2014;1.657895;0.261494;0.310372;0.63192;0.568413;0.390678;0.343694;0.365588;0.392967;1.169543;1.373672;0.640426;0.421152;0.741639;2.140502;21.19435;17.19479;5.461971;2.145155;316.4546;313.3243;306.2963;306.6976;309.8025;306.5117;1.156313;8.634227;6.496506;5.440032;0.303154;0.132795;0.555
Ujjain;2014;0.692841;0.223932;0.150546;0.642927;0.54435;0.330802;0.356212;0.238888;0.145089;1.432425;2.09343;0.561357;0.41998;0.777141;1.807699;20.93059;27.78095;6.593155;3.618254;315.9794;311.5438;304.0506;303.1463;311.4996;308.8236;0.902456;10.17512;8.018633;5.520451;0.202921;0.184645;0.782
Umaria;2014;1.142857;0.402688;0.379485;0.605298;0.659874;0.636296;0.55301;0.997323;0.846884;1.278847;1.912962;1.93965;1.445985;3.768001;8.884266;24.79133;27.12453;18.72028;9.973765;314.5885;308.7537;305.7881;304.2902;303.4757;301.5102;3.014133;10.96236;6.957479;6.986043;1.922961;0.120361;0.166719
Vidisha;2014;1.168627;0.234399;0.162007;0.618883;0.564178;0.35643;0.327895;0.285287;0.252696;1.178481;1.619415;0.692111;0.45333;0.500568;1.444089;27.1235;21.78563;6.798599;2.936806;317.6807;313.5458;306.8242;305.1402;310.9823;308.3919;1.789739;12.49173;6.999804;6.463849;0.242269;0.174227;1.011708
Anuppur;2015;0.5;0.390803;0.524582;0.55323;0.577129;0.505673;0.459444;0.747565;0.89339;1.276601;1.697705;1.210042;0.904556;5.236214;18.61959;24.90867;24.04416;13.08665;7.327853;313.6504;305.7007;305.5253;304.6367;306.5668;303.2618;5.456449;10.13931;10.44573;3.861592;1.422231;0.243412;1.230769
Ashoknagar;2015;1.324138;0.249458;0.439013;0.673093;0.403152;0.31485;0.315836;0.321773;0.648439;1.854628;1.262304;0.50146;0.406964;1.464925;7.531489;23.69001;12.17414;2.149242;1.717555;318.4423;308.9372;301.8329;307.8078;313.5783;307.679;2.733108;10.73339;7.866984;1.844572;0.275665;0.000365;0.727273
Balaghat;2015;0.78;0.49391;0.59355;0.674468;0.757452;0.700914;0.617975;0.98031;1.02776;1.652582;3.026408;2.570509;1.826229;2.406004;19.66314;27.32258;36.71477;21.79734;12.84962;311.6229;303.6018;302.3301;301.7181;302.5005;301.2272;8.756499;8.983413;14.01904;6.876442;0.82676;0.320327;0.714286
Barwani;2015;1.088235;0.310464;0.335328;0.572394;0.555365;0.452619;0.406841;0.41521;0.472015;1.088254;1.375552;0.877089;0.630442;4.581219;9.561448;20.46281;18.99027;7.773425;4.585652;316.3095;308.2291;304.8984;307.217;310.2168;309.9295;7.037291;8.288989;3.814798;6.160234;0.270843;0.0594;1.333333
Betul;2015;0.492126;0.431844;0.426989;0.632236;0.628615;0.546415;0.499318;0.88833;0.805283;1.191924;2.090097;1.436713;1.057048;6.170249;17.33623;23.48434;27.85329;12.89318;7.575364;314.6784;307.3059;301.4752;304.065;306.9125;305.3961;6.864892;10.87585;13.67625;3.87026;0.414101;0.329413;2.06383
Bhind;2015;1;0.202136;0.303092;0.523191;0.388465;0.313244;0.28077;0.262225;0.379667;1.07006;1.013807;0.496899;0.357088;0.312767;4.214397;10.03772;3.89899;1.675414;1.198828;317.529;310.1416;305.8378;308.9002;311.3779;305.3791;1.446616;7.917778;5.733375;2.929024;0.658957;0.008748;0.909091
Bhopal;2015;0.628866;0.304488;0.450986;0.581701;0.503702;0.369235;0.35626;0.346922;0.639624;1.031474;1.273829;0.559073;0.46642;2.503991;10.88695;23.48718;18.21975;4.366157;2.534186;317.8919;306.8136;301.171;306.9691;311.5654;307.2766;4.140493;14.65375;10.15448;1.873681;0.173629;0.005659;1.036364
Burhanpur;2015;0.526316;0.361914;0.281211;0.637723;0.61482;0.53437;0.471641;0.566825;0.503495;1.065459;1.722952;1.195689;0.836519;5.060323;10.60982;20.53472;24.15735;11.59046;6.682239;317.7048;311.5609;304.5007;305.7503;308.8307;308.0293;6.98855;7.295428;7.657407;4.74429;0.305948;0.267114;0.62963
Chhatarpur;2015;1.020408;0.318351;0.512886;0.6491;0.495534;0.38537;0.366105;0.487311;0.727638;1.629356;1.313168;0.669623;0.514276;1.145891;9.719398;18.3456;9.779112;2.800616;2.289939;316.9148;306.7973;303.8703;307.4045;311.5586;306.6579;2.366519;8.766562;8.022141;2.754867;0.645531;0.105268;1.4375
Chhindwara;2015;0.885417;0.439617;0.536661;0.655601;0.649033;0.540161;0.527818;0.839727;0.893765;1.467676;2.066141;1.433625;1.068173;5.69;17.89947;25.19957;28.60912;13.98223;8.642426;314.8627;305.9851;303.7504;304.4747;306.4683;304.2727;7.146214;9.292139;14.59971;4.571267;0.818625;0.407253;1.171717
Damoh;2015;1.31068;0.321448;0.507689;0.628199;0.541187;0.415093;0.416268;0.54022;0.723245;1.543579;1.686019;0.887246;0.706634;1.765213;11.94025;21.96249;18.91973;5.843263;3.938989;316.8763;305.8941;302.8757;306.5787;310.3288;306.1289;3.028863;10.27734;9.839354;2.812946;0.606177;0.144;1.183673
Datia;2015;0.777778;0.228894;0.347878;0.584453;0.467886;0.374186;0.311315;0.309445;0.391722;1.139588;1.287302;0.60773;0.395132;0.424823;3.303983;14.02252;7.633701;2.458126;1.504915;316.737;311.5105;305.6531;307.5077;310.7469;305.1055;1.520453;7.019674;5.279253;2.853326;0.642427;0.001636;1.272727
Dewas;2015;0.623145;0.383694;0.411544;0.618152;0.540893;0.435445;0.444097;0.559641;0.66644;1.166993;1.497696;0.841485;0.738136;4.752891;13.81432;21.9932;21.69393;7.185132;4.738143;317.2222;306.9697;300.938;306.8837;310.4346;306.9783;6.351825;15.77201;9.807811;3.527158;0.244029;0.005101;0.676375
Dhar;2015;1.309028;0.293997;0.291083;0.619542;0.523857;0.402872;0.432367;0.363292;0.424787;1.204126;1.332504;0.711538;0.677666;3.929816;11.38799;22.40976;20.3873;6.297365;4.733899;316;306.4283;302.079;307.0993;311.0073;308.5803;6.557793;12.46574;4.540034;5.609828;0.378689;0.007507;0.895911
Dindori;2015;1.1;0.45214;0.585818;0.611563;0.697247;0.617794;0.56976;0.935306;1.142;1.60154;2.505499;1.982246;1.450419;4.552977;18.27763;27.35451;31.86169;17.79347;10.42345;311.7011;302.8019;303.244;302.5796;304.1882;301.7699;6.268322;8.155227;12.03163;4.232117;1.166388;0.319777;1.1
Guna;2015;0.607595;0.302197;0.431342;0.668147;0.530895;0.365681;0.341204;0.407557;0.727613;1.527537;1.536444;0.627922;0.465753;2.327774;8.255948;24.12102;15.60089;3.004532;2.124673;318.09;308.0623;301.7064;307.146;311.9823;307.507;3.40639;11.45348;9.234717;1.649278;0.145346;0.002385;1.587413
Gwalior;2015;1.25;0.251731;0.397681;0.575336;0.475727;0.409988;0.349704;0.388389;0.616719;1.347326;1.453843;0.858797;0.527533;0.564807;3.590871;12.91748;7.511516;3.556836;2.330353;316.3315;309.8072;303.8303;307.8047;309.8377;304.6171;1.42553;7.084176;5.460243;2.00123;0.640428;0.013857;0.714286
Harda;2015;0.543624;0.324124;0.348848;0.593834;0.501396;0.411676;0.428125;0.567817;0.578729;1.008772;1.449622;0.817086;0.784699;3.70539;15.06972;20.58504;20.04609;6.407071;4.766516;317.565;311.0765;300.7133;307.0526;311.039;307.4911;5.640083;14.82695;9.909586;3.666852;0.231823;0.125;1.346591
Hoshangabad;2015;0.462963;0.388979;0.386665;0.549754;0.600051;0.522981;0.479221;0.799903;0.645501;0.86685;2.020839;1.475617;1.093089;4.368207;18.92162;24.3642;25.68739;11.32999;6.338806;315.0183;307.9527;302.0998;304.9828;307.8919;305.0855;5.660081;15.07756;12.22941;4.106426;0.363263;0.223275;1.650794
Indore;2015;0.762332;0.354574;0.332387;0.59341;0.458217;0.358643;0.422941;0.451214;0.608163;1.197567;1.227811;0.575702;0.726334;4.57392;12.26931;21.92279;18.94835;5.132952;5.091238;316.2363;304.1451;301.2331;307.6686;311.0883;306.6938;6.429242;13.71246;8.386823;3.716965;0.3009;0.015958;1.058559
Jabalpur;2015;0.666667;0.367652;0.461985;0.583183;0.623476;0.520414;0.493348;0.637109;0.740264;1.241068;2.010127;1.281514;0.928662;2.99265;14.72262;23.6531;27.18264;12.69374;7.119063;315.652;304.5863;303.8992;305.0303;306.9795;303.9959;3.885985;10.07616;11.03694;3.693281;0.836431;0.308972;1.186047
Jhabua;2015;1.444444;0.302423;0.297901;0.594339;0.550387;0.441276;0.404944;0.448923;0.395031;1.179283;1.447411;0.873775;0.656727;4.593545;11.79168;23.70925;21.21126;7.433268;4.337261;315.972;305.963;302.5162;306.1896;310.8191;309.2845;5.440531;13.67141;2.782477;5.403292;0.28057;0.000699;0.836066
Katni;2015;1;0.388789;0.546012;0.605607;0.617421;0.51717;0.465452;0.629665;0.913235;1.326084;1.912857;1.223173;0.87966;2.30474;14.46222;22.1796;23.41678;10.5755;6.139298;315.4682;304.3267;304.9754;304.6446;306.6254;303.6269;2.927614;8.791677;10.11479;3.162315;0.889714;0.290191;1
Mandla;2015;1.333333;0.421675;0.581583;0.60005;0.693674;0.601839;0.563678;0.888014;1.125501;1.476389;2.656688;1.810328;1.324173;3.886478;19.25363;28.67846;33.81175;17.30112;10.01028;314.0684;303.4246;303.8206;302.9733;304.5289;302.3351;6.065139;8.550899;13.48322;4.052434;1.076192;0.304959;1.272727
Mandsaur;2015;0.75265;0.255711;0.295195;0.56104;0.361784;0.305522;0.374204;0.302898;0.44218;1.135881;0.870784;0.409302;0.5583;2.333064;7.33667;23.73331;12.87557;2.331052;2.934447;317.2214;306.2214;300.8436;309.5663;311.9983;306.5027;3.483573;13.13296;7.106647;1.005617;0.210859;0.054578;0.789668
Morena;2015;1.333333;0.229655;0.414649;0.55902;0.388576;0.308894;0.297259;0.31057;0.688393;1.395529;1.020503;0.495684;0.408226;0.439613;4.158143;13.12553;4.227154;1.534669;1.531729;317.1698;307.8006;304.0192;309.4299;311.7943;304.8775;1.27484;6.390069;5.602071;1.791136;0.636215;0.007468;1
Narsinghpur;2015;0.720588;0.42693;0.481735;0.584133;0.609558;0.512415;0.515147;0.791589;0.740379;1.04607;1.792737;1.205882;0.973408;4.14375;14.29582;24.73087;24.20943;10.872;6.632082;314.7597;305.6969;303.5614;305.9473;308.1782;304.8397;4.521264;10.03798;9.938639;3.225846;0.677548;0.298049;1.305882
Neemuch;2015;0.722222;0.297586;0.406339;0.589194;0.416076;0.34465;0.360854;0.448366;0.58908;1.15062;1.079697;0.568046;0.580861;3.099308;7.663589;22.29973;13.31569;3.263883;3.254811;316.3456;306.4527;301.8;309.1801;311.7532;306.4407;2.821365;11.13404;7.228511;0.768566;0.282447;0.026722;0.811594
Panna;2015;0.62069;0.348474;0.560006;0.63462;0.563815;0.438388;0.41883;0.576952;1.021611;1.681827;1.885252;0.992282;0.765394;0.889112;14.1399;19.55828;15.74704;4.739989;3.875184;316.1079;304.8971;303.8301;305.5908;309.4644;305.1007;2.671659;8.079271;8.424206;3.273331;0.923316;0.167237;1.171429
Raisen;2015;0.446809;0.351222;0.447963;0.545625;0.570234;0.484981;0.446848;0.554027;0.75665;0.923855;1.801798;1.104564;0.79142;3.538351;16.20345;24.11231;23.17125;8.825265;4.754773;317.5427;306.1234;302.1008;305.7628;309.1988;306.1552;4.615152;13.64422;10.12827;2.425953;0.250487;0.022186;1.260504
Rajgarh;2015;0.60767;0.308327;0.448155;0.631405;0.499703;0.342894;0.345218;0.301668;0.686828;1.122172;1.23077;0.455113;0.440036;1.878263;9.775161;25.75929;16.46538;2.965728;2.052596;319.1147;306.8434;301.412;307.8498;312.5206;308.065;3.595385;15.74152;11.47587;2.143787;0.224974;0.0277;1.352381
Ratlam;2015;0.895652;0.266929;0.255588;0.597559;0.457363;0.357762;0.406887;0.32313;0.38914;1.150372;1.12336;0.534423;0.604683;2.958047;10.3293;24.1361;18.82196;4.179484;3.711673;318.1926;307.0078;300.9069;308.4821;312.7643;308.2605;4.804864;15.42076;4.96002;3.077518;0.389876;0.000747;0.882096
Rewa;2015;0.703704;0.291534;0.520307;0.616087;0.52832;0.464985;0.398219;0.407026;0.768987;1.293824;1.280511;0.809431;0.594175;0.91231;14.58198;17.42574;11.68539;4.998435;3.309808;317.0759;306.7202;305.8496;305.4559;308.8737;303.9642;2.391005;6.077322;6.453199;2.10128;0.618344;0.169582;1.014085
Sagar;2015;0.783439;0.325647;0.500358;0.68639;0.518805;0.389567;0.398324;0.47606;0.681295;1.547773;1.604409;0.735869;0.614509;2.264248;11.62876;23.07222;18.51749;4.757162;3.201446;317.2812;306.1129;302.9748;306.6899;311.729;307.097;3.580876;10.22753;8.964655;2.160162;0.367907;0.049857;1.261745
Satna;2015;0.444444;0.323166;0.562734;0.641981;0.560238;0.455474;0.416811;0.475872;0.936391;1.575117;1.576546;0.924068;0.711407;0.917818;11.25982;19.50726;14.21576;5.505649;4.107867;316.5654;306.1546;304.7616;305.1051;308.574;304.1172;2.938546;6.793481;7.677726;2.70765;1.106494;0.209102;2.041667
Sehore;2015;0.567568;0.331006;0.437338;0.585808;0.525682;0.401622;0.396636;0.440891;0.651187;1.082461;1.395152;0.723096;0.634731;3.301795;13.92396;22.19939;20.18958;5.948556;3.805931;318.2814;307.9457;300.1988;307.1426;311.2499;307.5099;5.08197;16.25403;10.987;2.755743;0.233086;0.014842;1.336788
Seoni;2015;0.636364;0.407516;0.525779;0.628533;0.649588;0.527828;0.500795;0.710039;0.931765;1.445944;2.186198;1.476126;1.02323;3.202538;16.2342;24.76617;29.7624;14.32301;8.219105;314.6823;305.4652;303.8689;304.5755;306.5793;304.4086;7.121809;8.061883;13.58947;4.386564;0.915366;0.337179;1.2875
Shahdol;2015;0.733333;0.39433;0.539989;0.600272;0.596356;0.523217;0.500789;0.775538;0.984475;1.409786;1.852092;1.328497;1.07998;4.127183;18.01524;23.89751;24.02119;12.7384;8.184207;314.4015;305.4821;305.372;304.1639;306.2856;302.4259;4.53;9.46055;9.649655;3.079095;1.251454;0.329162;1.25
Shajapur;2015;0.758893;0.333429;0.458847;0.621703;0.465255;0.330544;0.350921;0.344747;0.767853;1.065527;1.065108;0.429762;0.460232;2.795439;11.73035;23.78015;15.61523;3.113709;2.381183;317.7131;306.187;300.6543;308.5306;313.0106;308.2025;5.513568;17.07889;10.55211;2.578857;0.209959;0.036784;0.78
Sheopur;2015;0.976744;0.290575;0.41188;0.652947;0.525599;0.403055;0.374952;0.558957;0.867355;1.689561;1.788871;0.919839;0.688196;0.898738;5.149968;19.99457;8.097118;2.069616;2.773088;317.7298;308.0138;302.973;308.2349;310.812;305.6513;1.665959;7.057642;6.870615;1.285898;0.501292;0.001187;0.980769
Shivpuri;2015;0.66879;0.281335;0.444645;0.646811;0.497641;0.394828;0.358671;0.453967;0.728649;1.755781;1.54543;0.768596;0.564517;1.253418;6.459703;21.15046;10.54624;2.703327;2.481018;317.4568;309.1743;302.9398;307.8685;311.1373;305.99;1.847311;7.174573;7.108641;1.796528;0.400198;0;1.626667
Sidhi;2015;0.666667;0.368568;0.548078;0.614933;0.582389;0.534426;0.498626;0.705049;0.961365;1.416754;1.661282;1.23111;1.032073;2.433872;19.50277;21.25528;17.56788;8.292174;6.154613;315.8056;306.4605;305.2383;304.747;306.3615;302.0065;2.902722;10.16071;7.968853;2.67212;1.090613;0.307815;1.5
Tikamgarh;2015;0.617021;0.28368;0.474599;0.656954;0.426592;0.347647;0.330583;0.357865;0.561546;1.577812;1.015574;0.481794;0.383137;1.020123;6.841859;18.82444;8.276831;2.279726;1.674499;317.5189;307.8457;302.1237;308.1493;312.6323;307.4197;1.909224;8.815755;7.12603;2.782867;0.427687;0.025737;1.657895
Ujjain;2015;0.723077;0.302303;0.369935;0.611042;0.410784;0.311182;0.403259;0.308525;0.630243;1.222193;0.956669;0.38844;0.608718;2.889188;12.5675;23.13516;16.79148;3.042068;3.760934;317.1185;305.9507;300.4779;308.8035;313.1593;307.6158;6.025876;14.98509;7.138911;3.063948;0.275667;0.07598;0.692841
Umaria;2015;0.4;0.418389;0.583752;0.606471;0.637243;0.572897;0.560645;0.890344;1.156052;1.549535;2.309899;1.602389;1.376638;3.506661;18.03479;24.77697;26.87548;13.736;9.829651;314.4884;304.556;305.3517;303.8371;306.0162;301.9604;3.122991;7.973186;9.497095;2.862268;0.961255;0.323114;1.142857
Vidisha;2015;0.659164;0.264769;0.46483;0.651962;0.470306;0.332945;0.336046;0.30575;0.710077;1.389576;1.414291;0.492713;0.452752;1.740251;10.07712;25.18082;17.17816;3.192372;2.184255;318.9769;307.7545;301.5322;306.4188;313.4845;308.0206;3.728947;12.53334;8.474041;1.780094;0.197221;0.006047;1.168627
Anuppur;2016;1.333333;0.290124;0.364375;0.439538;0.667309;0.61869;0.486671;0.528082;0.531001;0.736566;1.465537;1.673247;1.012582;1.768204;20.94249;21.4121;23.89165;19.44621;9.0474;315.0374;304.2221;303.5186;302.6734;301.9344;300.9943;3.367314;15.6366;16.21493;9.189583;1.74071;0.002829;0.5
Ashoknagar;2016;0.649635;0.227063;0.43022;0.44766;0.520686;0.353782;0.374893;0.280711;0.520867;1.197888;1.560643;0.680365;0.455808;1.150959;13.81259;22.446;26.79842;7.661976;2.784594;316.8369;307.7875;298.7394;305.3636;309.3508;307.1192;3.886542;19.50288;11.88986;4.619299;1.55487;0;1.324138
Balaghat;2016;0.636364;0.452009;0.300963;0.57765;0.71998;0.693618;0.611989;1.074927;0.508774;0.96581;1.785587;2.577383;1.839591;4.614878;22.09419;25.57336;27.42331;24.4182;13.50939;310.844;298.5438;301.6888;300.925;300.9096;300.2454;5.647532;15.29473;13.67286;9.870773;1.732323;0.115;0.78
Barwani;2016;1.416667;0.21718;0.195055;0.557238;0.647537;0.478896;0.394288;0.219854;0.169718;0.970512;1.550301;1.268048;0.675058;1.87238;17.14079;22.70606;21.57104;15.28259;5.610644;316.1032;301.4761;301.6199;302.7832;307.0712;307.8625;4.277874;11.81204;8.017768;5.036834;1.82148;0;1.088235
Betul;2016;1.333333;0.217587;0.233009;0.472224;0.685632;0.572413;0.496145;0.428916;0.322705;0.962063;1.820132;1.976627;1.181271;1.10976;20.22828;23.66869;25.05757;20.66285;9.00875;315.8885;300.9098;302.7974;300.8125;303.5111;304.0199;6.222681;19.68604;12.33821;5.592854;1.525094;0.0971;0.492126
Bhind;2016;1.022727;0.203755;0.311098;0.452651;0.422784;0.326269;0.394517;0.250399;0.357594;0.745984;0.943851;0.531762;0.560254;0.199796;3.435296;20.56554;12.73369;3.318236;3.273125;314.2466;309.8262;301.5108;307.2411;309.14;303.8354;2.159501;12.5143;7.909919;2.400102;1.372822;0;1
Bhopal;2016;1.5;0.265717;0.264502;0.365105;0.556305;0.40669;0.423743;0.271205;0.319505;0.543379;1.343533;0.769335;0.537262;1.503523;18.88126;20.98176;24.79301;9.369269;3.7622;316.0095;301.7816;300.6231;305.1573;307.9265;305.7958;4.66278;23.40627;17.48298;5.646734;1.014878;0;0.628866
Burhanpur;2016;1.071429;0.183975;0.231632;0.520302;0.678051;0.627347;0.520302;0.272853;0.239554;0.956282;1.62153;1.895629;1.070748;1.540588;19.82817;21.9678;22.93269;21.46986;9.425948;315.9563;300.872;302.101;302.0041;304.402;305.1013;4.936312;13.85769;6.938002;5.780569;1.592235;0;0.526316
Chhatarpur;2016;1.315068;0.244934;0.401075;0.552589;0.543925;0.416842;0.394156;0.309999;0.477494;0.834521;1.319384;0.891996;0.587584;0.596753;10.82763;21.91342;25.31628;9.028463;4.042774;319.4113;304.8069;302.8767;305.0821;307.6818;304.3715;3.205121;19.47722;16.54286;3.305077;0.767163;0.00776;1.020408
Chhindwara;2016;0.857143;0.274893;0.269193;0.527653;0.689502;0.588599;0.505584;0.49154;0.390602;0.976306;1.906126;1.86979;1.165172;1.676025;21.05192;23.45436;27.03202;20.66961;9.624074;315.7381;303.373;301.7916;301.87;303.3827;303.6598;6.513903;21.03278;14.72711;5.808238;1.736458;0.219266;0.885417
Damoh;2016;0.571429;0.2563;0.344451;0.535456;0.580969;0.456571;0.422845;0.402773;0.461404;0.865193;1.576079;1.172358;0.763771;1.251536;18.15239;22.86255;26.32685;13.03963;5.763597;317.5181;307.8661;302.9724;304.6765;306.7982;304.7827;3.633176;26.53249;20.27415;3.851204;0.694329;0.000405;1.31068
Datia;2016;1.482759;0.245874;0.489347;0.543861;0.469812;0.337858;0.324239;0.329725;0.621883;1.095583;1.106793;0.568936;0.394868;0.510405;8.874953;24.02497;18.06737;4.701145;2.112002;315.0775;307.1233;302.7678;306.6755;309.9489;304.8347;2.18;13.26272;8.1401;2.391927;1.8042;0;0.777778
Dewas;2016;1.598616;0.251028;0.292889;0.564962;0.580133;0.479421;0.499012;0.300618;0.395961;1.341666;1.537676;1.128748;0.817291;0.591248;18.60081;24.23743;22.90722;12.75302;6.488635;317.6267;300.432;299.0014;304.8484;307.6982;305.6895;6.038028;19.0066;12.54681;5.269429;1.44941;0;0.623145
